,maxDepth,minDepth,minWidth,maxWidth,minIW,maxIW,minIF,maxIF,minVW,maxVW,minFP,maxFP
0,1.76,0.8,1.68,2.6,43.0,49.0,131.0,150.0,4.5,12.0,50.0,125.0
